,name,company,year,Price,kms_driven,fuel_type
2139,Maruti Suzuki Ritz,Maruti,2010,180000,72160,Diesel
2140,Hyundai Verna Fluidic,Hyundai,2012,350000,10000,Diesel
2141,Maruti Suzuki Wagon,Maruti,2006,90001,48000,Petrol
2142,Maruti Suzuki Estilo,Maruti,2007,115000,36000,Petrol
2143,Audi A6 2.0,Audi,2012,1599000,11500,Diesel
2144,Maruti Suzuki Wagon,Maruti,2003,130000,133000,Petrol
2145,Maruti Suzuki Wagon,Maruti,2009,159000,27000,Petrol
2146,Maruti Suzuki Wagon,Maruti,2009,160000,35000,Petrol
2147,Maruti Suzuki Alto,Maruti,2010,110000,55000,Petrol
2148,Maruti Suzuki Baleno,Maruti,2016,425000,40000,Petrol
2149,Hyundai Verna 1.6,Hyundai,2019,900000,2000,Petrol
2150,Maruti Suzuki Swift,Maruti,2009,150000,45000,Petrol
2151,Hyundai Getz Prime,Hyundai,2009,110000,20000,Petrol
2152,Hyundai Santro,Hyundai,2000,51999,88000,Petrol
2153,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
2154,Chevrolet Beat PS,Chevrolet,2012,215000,65422,Diesel
2155,Ford EcoSport Trend,Ford,2017,580000,10000,Petrol
2156,Maruti Suzuki Dzire,Maruti,2013,380000,35000,Petrol
2157,Hyundai Fluidic Verna,Hyundai,2013,350000,117000,Diesel
2158,Tata Indica V2,Tata,2005,35000,150000,Diesel
2159,BMW X1 xDrive20d,BMW,2011,1150000,72000,Diesel
2160,Hyundai i20 Asta,Hyundai,2010,300000,10750,Petrol
2161,Honda City 1.5,Honda,2009,269000,55000,Petrol
2162,Tata Nano,Tata,2013,60000,6800,Petrol
2163,Chevrolet Cruze LTZ,Chevrolet,2014,400000,41000,Diesel
2164,Hyundai Verna Fluidic,Hyundai,2015,430000,73000,Diesel
2165,Maruti Suzuki Swift,Maruti,2011,140000,65000,Diesel
2166,Mahindra XUV500 W6,Mahindra,2014,8500003,45000,Diesel
2167,Mahindra XUV500 W10,Mahindra,2018,1299000,40000,Diesel
2168,Maruti Suzuki Alto,Maruti,2014,199000,37000,Petrol
2169,Hyundai Accent GLE,Hyundai,2006,90000,55000,Petrol
2170,Force Motors One,Force,2013,550000,140000,Diesel
2171,Maruti Suzuki Alto,Maruti,2019,265000,9800,Petrol
2172,Chevrolet Spark 1.0,Chevrolet,2011,100000,27000,Petrol
2173,Hyundai i10,Hyundai,2009,215000,27000,Petrol
2174,Toyota Etios Liva,Toyota,2012,380000,20000,Diesel
2175,Renault Duster 85PS,Renault,2013,401919,57923,Diesel
2176,Chevrolet Enjoy,Chevrolet,2014,490000,30201,Diesel
2177,Maruti Suzuki Alto,Maruti,2017,280000,6200,Petrol
2178,BMW 5 Series,BMW,2009,650000,37518,Petrol
2179,Toyota Etios Liva,Toyota,2014,160000,24652,Petrol
2180,Mahindra Jeep MM,Mahindra,2004,424000,383,Diesel
2181,Chevrolet Beat LS,Chevrolet,2016,225000,95000,Diesel
2182,Chevrolet Cruze LTZ,Chevrolet,2011,350000,35000,Diesel
2183,Jeep Wrangler Unlimited,Jeep,2015,950000,3528,Diesel
2184,Maruti Suzuki Ertiga,Maruti,2013,485000,52500,Diesel
2185,Hyundai Verna VGT,Hyundai,2010,205000,47900,Diesel
2186,Maruti Suzuki Omni,Maruti,2012,160000,14000,Petrol
2187,Maruti Suzuki Celerio,Maruti,2018,310000,37000,Petrol
2188,Tata Zest Quadrajet,Tata,2017,180000,90000,Diesel
2189,Mahindra XUV500 W6,Mahindra,2013,549900,52800,Diesel
2190,Tata Indigo CS,Tata,2016,150000,104000,Diesel
2191,Hyundai i10 Era,Hyundai,2011,175000,30000,Petrol
2192,Tata Indigo eCS,Tata,2014,95000,195000,Diesel
2193,Tata Indigo LX,Tata,2016,230000,104000,Diesel
2194,Tata Indigo eCS,Tata,2016,230000,104000,Diesel
2195,Tata Indigo Marina,Tata,2004,180000,70000,Diesel
2196,Hyundai Xcent SX,Hyundai,2015,400000,43000,Diesel
2197,Hyundai Eon Magna,Hyundai,2013,185000,23000,Petrol
2198,Renault Duster 85,Renault,2015,385000,51000,Diesel
2199,Maruti Suzuki Alto,Maruti,2009,90000,62000,Petrol
2200,Tata Nano LX,Tata,2010,32000,48008,Petrol
2201,Renault Duster 110,Renault,2013,435000,39000,Diesel
2202,Maruti Suzuki Wagon,Maruti,2010,225000,40000,Petrol
2203,Maruti Suzuki Swift,Maruti,2006,189700,48247,Petrol
2204,Maruti Suzuki Ertiga,Maruti,2012,389700,39000,Diesel
2205,Maruti Suzuki Swift,Maruti,2014,365000,23000,Petrol
2206,Maruti Suzuki Alto,Maruti,2017,360000,9400,Petrol
2207,Hyundai i20 Magna,Hyundai,2010,210000,50000,Petrol
2208,Hyundai i10 Magna,Hyundai,2009,170000,75000,Petrol
2209,Tata Zest XE,Tata,2017,380000,70000,Diesel
2210,Mahindra Xylo E8,Mahindra,2009,295000,64000,Diesel
2211,Toyota Corolla Altis,Toyota,2010,185000,55000,Petrol
2212,Tata Manza Aqua,Tata,2014,160000,200000,Diesel
2213,Renault Kwid 1.0,Renault,2018,290000,2137,Petrol
2214,Tata Venture EX,Tata,2013,100000,30000,Diesel
2215,Maruti Suzuki Swift,Maruti,2014,315000,44000,Petrol
2216,Skoda Octavia Classic,Skoda,2006,114990,65000,Diesel
2217,Maruti Suzuki Omni,Maruti,2012,120000,160000,LPG
2218,Chevrolet Beat Diesel,Chevrolet,2011,125000,56000,Diesel
2219,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
2220,Hyundai Verna 1.6,Hyundai,2018,855000,42000,Diesel
2221,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
2222,Mahindra Scorpio 2.6,Mahindra,2007,260000,56000,Diesel
2223,Maruti Suzuki Zen,Maruti,2002,95000,10544,Petrol
2224,Maruti Suzuki Swift,Maruti,2011,255000,64000,Petrol
2225,Mahindra Scorpio SLX,Mahindra,2008,300000,70000,Diesel
2226,Hyundai Grand i10,Hyundai,2014,340000,25000,Petrol
2227,Hyundai Elite i20,Hyundai,2017,550000,15000,Petrol
2228,Ford Ikon 1.6,Ford,2003,60000,50000,Petrol
2229,Toyota Innova 2.5,Toyota,2011,750000,147000,Diesel
2230,Nissan Sunny XL,Nissan,2011,230000,52000,Petrol
2231,Chevrolet Beat LT,Chevrolet,2012,130000,90001,Diesel
2232,Maruti Suzuki Alto,Maruti,2017,270000,21000,Petrol
2233,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
2234,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
2235,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
2236,Toyota Innova 2.0,Toyota,2012,600000,80000,Diesel
2237,Maruti Suzuki Swift,Maruti,2010,190000,74000,Diesel
2238,Hyundai Elite i20,Hyundai,2015,500000,22000,Petrol
2239,Mahindra XUV500 W10,Mahindra,2016,1065000,41000,Diesel
2240,Volkswagen Polo Trendline,Volkswagen,2015,350000,25000,Diesel
2241,Toyota Etios Liva,Toyota,2012,350000,85000,Diesel
2242,Mahindra TUV300 T4,Mahindra,2016,540000,29500,Diesel
2243,Hyundai Elite i20,Hyundai,2015,470000,30000,Petrol
2244,Hyundai Santro Xing,Hyundai,2014,179000,57000,Petrol
2245,Maruti Suzuki Zen,Maruti,2003,48000,60000,Petrol
2246,Maruti Suzuki Ciaz,Maruti,2016,650000,50000,Petrol
2247,Hyundai Eon Era,Hyundai,2013,190000,39700,Petrol
2248,Hyundai Elantra 1.8,Hyundai,2012,500000,65000,Petrol
2249,Maruti Suzuki Swift,Maruti,2010,270000,67000,Diesel
2250,Maruti Suzuki Zen,Maruti,2008,125000,46000,Petrol
2251,Hyundai Eon Era,Hyundai,2012,188000,38000,Petrol
2252,Hyundai Grand i10,Hyundai,2016,380000,27000,Petrol
2253,Hyundai Verna Fluidic,Hyundai,2011,365000,43000,Diesel
2254,Ford EcoSport Trend,Ford,2014,465000,47000,Petrol
2255,Hyundai i20 Magna,Hyundai,2011,240000,42000,Petrol
2256,Chevrolet Beat Diesel,Chevrolet,2016,179999,19336,Diesel
2257,Tata Indica eV2,Tata,2015,140000,60105,Diesel
2258,Jaguar XF 2.2,Jaguar,2013,2190000,29000,Diesel
2259,Audi Q5 2.0,Audi,2014,2390000,34000,Diesel
2260,BMW 3 Series,BMW,2011,1075000,35000,Diesel
2261,Maruti Suzuki Swift,Maruti,2015,475000,22000,Petrol
2262,BMW X1 sDrive20d,BMW,2012,1025000,41000,Diesel
2263,Maruti Suzuki S,Maruti,2016,615000,21000,Diesel
2264,Maruti Suzuki Ertiga,Maruti,2013,475000,48000,Diesel
2265,Maruti Suzuki Alto,Maruti,2016,270000,38000,Petrol
2266,Honda City SV,Honda,2014,475000,34000,Diesel
2267,Volkswagen Vento Comfortline,Volkswagen,2011,240000,45933,Petrol
2268,Honda City 1.5,Honda,2005,120000,68000,Petrol
2269,Audi A4 2.0,Audi,2016,1900000,44000,Diesel
2270,Mahindra KUV100,Mahindra,2017,360000,35000,Diesel
2271,Tata Zest XE,Tata,2018,450000,102563,Diesel
2272,Mahindra XUV500 W8,Mahindra,2015,900000,28600,Diesel
2273,Maruti Suzuki Swift,Maruti,2017,650000,41800,Diesel
2274,Tata Sumo Gold,Tata,2014,275000,116000,Diesel
2275,Maruti Suzuki Swift,Maruti,2009,210000,59000,Petrol
2276,Mahindra Scorpio 2.6,Mahindra,2004,175000,58000,Diesel
2277,Maruti Suzuki Omni,Maruti,2009,85000,45000,Petrol
2278,Mitsubishi Pajero Sport,Mitsubishi,2015,1490000,42590,Diesel
2279,Renault Duster,Renault,2014,800000,7400,Diesel
2280,Volkswagen Jetta Comfortline,Volkswagen,2009,450000,54500,Diesel
2281,Maruti Suzuki Ertiga,Maruti,2012,1000000,200000,Diesel
2282,Audi A4 2.0,Audi,2013,1510000,27000,Diesel
2283,Volvo S80 Summum,Volvo,2015,1850000,42000,Diesel
2284,Toyota Corolla Altis,Toyota,2014,790000,29000,Petrol
2285,Mitsubishi Pajero Sport,Mitsubishi,2015,1725000,37000,Diesel
2286,Chevrolet Beat LT,Chevrolet,2012,135000,36000,Petrol
2287,BMW X1,BMW,2011,1000000,34000,Diesel
2288,Datsun Redi GO,Datsun,2018,299999,7000,Petrol
2289,Mercedes Benz C,Mercedes,2009,1225000,76000,Diesel
2290,Mahindra Scorpio SLX,Mahindra,2004,175000,60000,Diesel
2291,Volkswagen Vento Comfortline,Volkswagen,2011,200000,95000,Diesel
2292,Tata Indigo CS,Tata,2017,270000,50000,Diesel
2293,Ford Figo Petrol,Ford,2019,525000,0,Petrol
2294,Honda City ZX,Honda,2006,180000,50000,Petrol
2295,Maruti Suzuki Wagon,Maruti,2008,140000,68000,Petrol
2296,Ford EcoSport Trend,Ford,2014,400000,16000,Petrol
2297,Maruti Suzuki Swift,Maruti,2016,499000,51000,Diesel
2298,Maruti Suzuki Omni,Maruti,2009,85000,56000,Petrol
2299,Maruti Suzuki Zen,Maruti,2004,70000,100000,Petrol
2300,Renault Duster RxL,Renault,2015,550000,36000,Petrol
2301,Maruti Suzuki Swift,Maruti,2014,370000,11523,Petrol
2302,Maruti Suzuki Baleno,Maruti,2018,690000,1000,Petrol
2303,Honda WR V,Honda,2009,250000,60000,Petrol
2304,Tata Indigo CS,Tata,2016,110000,85000,Diesel
2305,Renault Duster 110,Renault,2013,490000,38600,Diesel
2306,Mahindra Scorpio LX,Mahindra,2009,320000,95500,Diesel
2307,Maruti Suzuki Zen,Maruti,2004,68000,56000,Petrol
2308,Maruti Suzuki Wagon,Maruti,2014,130000,37458,Petrol
2309,Maruti Suzuki SX4,Maruti,2016,970000,85960,Diesel
2310,Audi A3 Cabriolet,Audi,2015,3100000,12516,Petrol
2311,Hyundai Eon D,Hyundai,2018,280000,35000,Petrol
2312,Maruti Suzuki Zen,Maruti,2009,125000,0,Petrol
2313,Mahindra Scorpio SLX,Mahindra,2008,285000,80000,Diesel
2314,Hyundai Santro AE,Hyundai,2011,165000,45000,Petrol
2315,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
2316,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
2317,Mahindra Xylo D2,Mahindra,2011,390000,48000,Diesel
2318,Hyundai Santro,Hyundai,2003,60000,51000,Petrol
2319,Chevrolet Beat LT,Chevrolet,2015,215000,90000,Diesel
2320,Maruti Suzuki Swift,Maruti,2015,475000,43000,Diesel
2321,Mahindra XUV500 W8,Mahindra,2015,899000,53000,Diesel
2322,Toyota Fortuner 3.0,Toyota,2013,1499000,97000,Diesel
2323,Maruti Suzuki Alto,Maruti,2013,240000,20000,Petrol
2324,Hyundai Getz GLE,Hyundai,2007,99000,55000,Petrol
2325,Maruti Suzuki Swift,Maruti,2014,260000,120000,Diesel
2326,Hyundai Creta 1.6,Hyundai,2019,1200000,0,Petrol
2327,Hyundai Santro Xing,Hyundai,2007,115000,46000,Petrol
2328,Hyundai Santro Xing,Hyundai,2009,88000,43200,Petrol
2329,Mahindra Xylo D2,Mahindra,2011,390000,56000,Diesel
2330,Hyundai Santro Xing,Hyundai,2007,135000,42000,Petrol
2331,Tata Indica V2,Tata,2009,90000,30600,Diesel
2332,Hyundai i10 Sportz,Hyundai,2011,220000,38000,Petrol
2333,Hyundai Grand i10,Hyundai,2017,424999,2550,Petrol
2334,Hyundai Santro Xing,Hyundai,2007,135000,47000,Petrol
2335,Honda City 1.5,Honda,2005,95000,41000,Petrol
2336,Nissan Micra XL,Nissan,2017,430000,62500,Diesel
2337,Honda City 1.5,Honda,2005,115000,68000,Petrol
2338,Maruti Suzuki Alto,Maruti,2015,215000,50000,Petrol
2339,Maruti Suzuki Wagon,Maruti,2004,53000,69000,Petrol
2340,Maruti Suzuki Ertiga,Maruti,2012,500000,48000,Diesel
2341,Tata Indica eV2,Tata,2012,85000,55000,Diesel
2342,Maruti Suzuki Omni,Maruti,2013,165000,25000,Petrol
2343,Hyundai Eon Era,Hyundai,2014,200000,28400,Petrol
2344,Hyundai Eon,Hyundai,2014,200000,28000,Petrol
2345,Maruti Suzuki Swift,Maruti,2015,425000,42000,Diesel
2346,Hyundai Verna 1.6,Hyundai,2012,600000,29000,Diesel
2347,Chevrolet Tavera LS,Chevrolet,2005,130000,68485,Diesel
2348,Tata Tiago Revotron,Tata,2018,430000,3500,Petrol
2349,Tata Tiago Revotorq,Tata,2019,568500,0,Petrol
2350,Maruti Suzuki Zen,Maruti,2006,71000,32000,Petrol
2351,Mahindra KUV100 K8,Mahindra,2018,560000,8000,Diesel
2352,Ford EcoSport Titanium,Ford,2014,590000,34000,Diesel
2353,Hindustan Motors Ambassador,Hindustan,1995,750000,37000,Petrol
2354,Ford Fusion 1.4,Ford,2007,125000,85455,Diesel
2355,Hyundai Santro Xing,Hyundai,2007,135000,46000,Petrol
2356,Hyundai Santro,Hyundai,2002,60000,47000,Petrol
2357,Fiat Linea Emotion,Fiat,2009,120000,64000,Petrol
2358,Ford Ikon 1.3,Ford,2008,95000,46000,Petrol
2359,Maruti Suzuki Omni,Maruti,2017,240000,8000,Petrol
2360,Tata Indica V2,Tata,2012,115000,64000,Diesel
2361,Mahindra Scorpio S4,Mahindra,2015,795000,63000,Diesel
2362,Hyundai Santro Xing,Hyundai,2007,55000,65000,Petrol
2363,Mahindra Xylo D2,Mahindra,2009,300000,62000,Diesel
2364,Hyundai Grand i10,Hyundai,2014,320000,41000,Petrol
2365,Maruti Suzuki Alto,Maruti,2015,265000,14000,Petrol
2366,Toyota Corolla,Toyota,2006,160000,40000,Petrol
2367,Hyundai Eon Magna,Hyundai,2017,300000,1600,Petrol
2368,Tata Sumo Grande,Tata,2010,130000,90000,Diesel
2369,Maruti Suzuki Swift,Maruti,2011,250000,58000,Diesel
2370,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,27000,Petrol
2371,Maruti Suzuki Alto,Maruti,2003,42000,60000,Petrol
2372,Tata Tiago Revotron,Tata,2017,400000,31000,Petrol
2373,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
2374,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
2375,Tata Indigo eCS,Tata,2016,130000,150000,Diesel
2376,Chevrolet Beat LS,Chevrolet,2014,189000,31000,Diesel
2377,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel
2378,Hyundai Eon D,Hyundai,2013,170000,20000,Petrol
2379,Tata Sumo Gold,Tata,2013,215000,100000,Petrol
2380,Tata Nano,Tata,2013,60000,7000,Petrol
2381,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol
2382,Hyundai i10 Magna,Hyundai,2009,400000,33000,Petrol
2383,Hyundai Creta,Hyundai,2016,900000,60000,Diesel
2384,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel
2385,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol
2386,Tata Bolt XM,Tata,2015,600000,15000,Petrol
2387,Maruti Suzuki Alto,Maruti,2005,70000,47000,Petrol
2388,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol
2389,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel
2390,Maruti Suzuki Alto,Maruti,2017,225000,12500,Petrol
2391,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol
2392,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol
2393,Maruti Suzuki Swift,Maruti,2008,162000,60000,Diesel
2394,Tata Indica V2,Tata,2005,60000,80000,Diesel
2395,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel
2396,Toyota Innova 2.5,Toyota,2012,750000,75000,Diesel
2397,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel
2398,Hyundai i20 Magna,Hyundai,2011,230000,47000,Petrol
2399,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol
2400,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol
2401,Mahindra KUV100 K8,Mahindra,2019,560000,2875,Petrol
2402,Datsun Go Plus,Datsun,2016,285000,13900,Petrol
2403,Ford Endeavor 4x4,Ford,2019,2900000,9000,Diesel
2404,Tata Indica V2,Tata,2005,39999,80000,Diesel
2405,Hyundai Santro Xing,Hyundai,2006,85000,60000,Petrol
2406,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol
2407,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel
2408,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol
2409,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel
2410,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol
2411,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol
2412,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol
2413,Mahindra Logan,Mahindra,2009,130000,65000,Diesel
2414,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol
2415,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel
2416,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol
2417,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol
2418,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol
2419,Hyundai Eon,Hyundai,2018,260000,25000,Petrol
2420,Tata Manza,Tata,2015,100000,100000,Diesel
2421,Toyota Etios G,Toyota,2013,265000,42000,Petrol
2422,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
2423,Toyota Qualis,Toyota,2003,180000,100000,Diesel
2424,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol
2425,Tata Indica eV2,Tata,2016,50500,91200,Diesel
2426,Honda City 1.5,Honda,2009,270000,55000,Petrol
2427,Tata Zest XE,Tata,2017,290000,120000,Diesel
2428,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel
2429,Tata Indigo eCS,Tata,2016,160000,104000,Diesel
2430,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel
2431,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol
2432,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol
2433,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel
2434,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel
2435,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol
2436,Honda City VX,Honda,2016,860000,95000,Petrol
2437,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel
2438,Hyundai Getz,Hyundai,2006,125000,80000,Petrol
2439,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol
2440,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol
2441,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
2442,Skoda Fabia,Skoda,2009,110000,45000,Petrol
2443,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol
2444,Tata Indica V2,Tata,2009,110000,30000,Diesel
2445,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol
2446,Tata Zest XM,Tata,2018,260000,27000,Diesel
2447,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel
2448,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
2449,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
2450,Hyundai Grand i10,Hyundai,2014,325000,28000,Petrol
2451,Ford EcoSport Titanium,Ford,2014,575000,36000,Diesel
2452,Ford Figo,Ford,2012,175000,41000,Diesel
2453,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
2454,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
2455,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
2456,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
2457,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
2458,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
2459,Mahindra Scorpio SLE,Mahindra,2015,320000,48660,Diesel
2460,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
2461,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
2462,Audi A8,Audi,2017,1000000,4000,Petrol
2463,Audi Q7,Audi,2014,500000,16934,Diesel
2464,Mahindra Scorpio S10,Mahindra,2016,350000,43000,Diesel
2465,Maruti Suzuki Alto,Maruti,2014,160000,35550,Petrol
2466,Mahindra Scorpio S10,Mahindra,2016,350000,43000,Diesel
2467,Mahindra Scorpio S10,Mahindra,2016,310000,39522,Diesel
2468,Maruti Suzuki Alto,Maruti,2015,75000,39000,Petrol
2469,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
2470,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
2471,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
2472,Maruti Suzuki Alto,Maruti,2017,190000,72000,Petrol
2473,Maruti Suzuki Vitara,Maruti,2016,290000,15975,Diesel
2474,Maruti Suzuki Alto,Maruti,2008,95000,70000,Petrol
2475,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
2476,Maruti Suzuki Swift,Maruti,2014,385000,35522,Diesel
2477,Mahindra Scorpio S10,Mahindra,2015,250000,48508,Diesel
2478,Maruti Suzuki Swift,Maruti,2017,180000,15487,Petrol
2479,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
2480,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
2481,Toyota Innova 2.0,Toyota,2012,650000,82000,Diesel
2482,Renault Lodgy 85,Renault,2018,689999,20000,Diesel
2483,Skoda Yeti Ambition,Skoda,2012,448000,68000,Diesel
2484,Maruti Suzuki Baleno,Maruti,2017,549000,32000,Diesel
2485,Renault Duster 110,Renault,2012,501000,38000,Diesel
2486,Renault Duster 85,Renault,2013,489999,27000,Diesel
2487,Honda City 1.5,Honda,2011,280000,33000,Petrol
2488,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
2489,Maruti Suzuki Dzire,Maruti,2013,349999,46000,Diesel
2490,Honda Amaze,Honda,2013,284999,46000,Diesel
2491,Honda Amaze 1.5,Honda,2015,345000,36000,Diesel
2492,Honda City,Honda,2015,499999,55000,Petrol
2493,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
2494,Maruti Suzuki SX4,Maruti,2010,249999,36000,Petrol
2495,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel
2496,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
2497,Maruti Suzuki Swift,Maruti,2014,385000,35522,Diesel
2498,Mahindra Scorpio S10,Mahindra,2015,250000,48508,Diesel
2499,Maruti Suzuki Swift,Maruti,2017,180000,15487,Petrol
2500,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
2501,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
2502,Mahindra Scorpio S10,Mahindra,2015,395000,35000,Diesel
2503,Maruti Suzuki Swift,Maruti,2017,220000,30874,Petrol
2504,Honda City ZX,Honda,2017,170000,15000,Diesel
2505,Maruti Suzuki Wagon,Maruti,2013,85000,29685,Petrol
2506,Ford Figo,Ford,2012,175000,41000,Diesel
2507,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
2508,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
2509,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
2510,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
2511,Mahindra Scorpio SLE,Mahindra,2012,570000,19000,Diesel
2512,Volkswagen Polo Highline,Volkswagen,2014,315000,60000,Petrol
2513,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
2514,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
2515,Chevrolet Spark LS,Chevrolet,2010,110000,41000,Petrol
2516,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
2517,Honda City,Honda,2015,448999,54000,Petrol
2518,Mini Cooper S,Mini,2013,1891111,13000,Petrol
2519,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
2520,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
2521,Honda Amaze,Honda,2015,344999,22000,Petrol
2522,Honda Amaze,Honda,2015,344999,22000,Petrol
2523,Renault Duster,Renault,2014,449999,50000,Diesel
2524,Mini Cooper S,Mini,2013,1891111,13500,Petrol
2525,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
2526,Mahindra Scorpio VLX,Mahindra,2014,699000,50000,Diesel
2527,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
2528,Ford EcoSport,Ford,2017,489999,39000,Petrol
2529,Honda Brio,Honda,2012,224999,30000,Petrol
2530,Volkswagen Vento Highline,Volkswagen,2019,1200000,3600,Diesel
2531,Hyundai i20 Magna,Hyundai,2009,195000,32000,Petrol
2532,Toyota Corolla Altis,Toyota,2010,351000,38000,Diesel
2533,Hyundai Verna Transform,Hyundai,2008,160000,45000,Petrol
2534,Toyota Corolla Altis,Toyota,2009,240000,35000,Petrol
2535,Honda City 1.5,Honda,2005,90000,50000,Petrol
2536,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
2537,Skoda Fabia 1.2L,Skoda,2011,155000,45863,Diesel
2538,BMW 3 Series,BMW,2011,600000,60500,Petrol
2539,Maruti Suzuki A,Maruti,2011,189500,12500,Petrol
2540,Toyota Etios GD,Toyota,2013,350000,60000,Diesel
2541,Ford Figo Diesel,Ford,2012,210000,35000,Diesel
2542,Maruti Suzuki Swift,Maruti,2014,390000,35000,Petrol
2543,Chevrolet Beat LT,Chevrolet,2012,135000,45000,Diesel
2544,BMW 7 Series,BMW,2009,1600000,35000,Petrol
2545,Mahindra XUV500 W8,Mahindra,2013,701000,38000,Diesel
2546,Hyundai i10 Magna,Hyundai,2014,265000,18000,Petrol
2547,Hyundai Verna Fluidic,Hyundai,2015,525000,35000,Diesel
